"institution.name","collection","object_number","object_category","object_name","title","description","creator","creator.role","production.place","production.period","production.date.start","production.date.start.prec","production.date.end","production.date.end.prec","material","material.part","dimension.part","dimension.value","dimension.unit","inscription.content","association.person","association.subject.type","association.subject","association.period"
"Industriemuseum","wonen","V10070","lichaamshygiëne","badschuim","Badschuim van het merk Sunlight","Fles met vloeibaar badschuim van het merk Sunlight, type Nutritive. Geproduceerd door Unilever bvba. Inhoud van 750 ml. Met Nederlandse en Franse tekst en vermelding van de ingrediënten.","Unilever bvba","fabrikant","Brussel (stad)","begin 21ste eeuw","2010","","","","zeep","inhoud","geheel","25.5","cm","Sunlight / pH huidneutraal / Nutritive / Droge en gevoelige huid / BADSCHUIM / Zuiver & Voedend","Unilever bvba","onderwerp","wonen","begin 21ste eeuw"
"Industriemuseum","wonen","V10071","lichaamshygiëne","zeep","Zeep om te douchen van het merk Sunlight","Fles met vloeibare douchezeep van het merk Sunlight, type Nutritive. Geproduceerd door Unilever bvba. Inhoud van 400 ml. Tekst in het Frans en het Nederlands. Met vermelding van de ingrediënten.","Unilever bvba","fabrikant","Brussel (stad)","begin 21ste eeuw","2010","","","","zeep","inhoud","geheel","20","cm","Sunlight / pH huidneutraal / Nutritive / Droge en gevoelige huid / DOUCHE / Zuiver & Voedend","Unilever bvba","onderwerp","wonen","begin 21ste eeuw"
"Industriemuseum","handel en distributie","V10076","productverpakkingen","verpakking","Kartonnen doos van spoelmiddel","Doos van spoelmiddel van het merk Pril. Bevatte oorspronkelijk 25 dubbele verpakkingen. Tekst in het Duits.","Henkel nv","fabrikant","Düsseldorf","","","","","","karton","geheel","geheel","","cm","Pril / entspannt das Wasser // p 25 / Pril / 25 Doppelpakete / FEWA-WERK DÜSSELDORF // Pril / spezielle zum Spülen und Abwaschen / Trocken / lagern! // Pril spült und trcknet ab","","onderwerp","handel en distributie",""
"Industriemuseum","handel en distributie","V00464","productverpakkingen","kist","Houten zeepkist van het merk Henco","Houten kist voor zeep van het merk Henco, geproduceerd door Persil SA. Bevatte oorspronkelijk 100 stuks. De bak is waarschijnlijk verzaagd en ingekort, want de merknaam is maar voor de helft bewaard.","Persil nv","fabrikant","Brussel (stad)","","","","","","hout","geheel","geheel","18","cm","Henco // Société Anonyme / Persil / Bruxelles / Usines à Herent // H C 1/1 100 pts","","","zeep",""
"Industriemuseum","fotocollectie","F10049-244","","foto","Toegang tot beluik gelegen in de Voetweg in Gent","Beluik van het type halvesteegbeluik gelegen in de Voetweg 14-46 in Gent. Gebouwd in 1840. In de volksmond gekend onder de naam: 't Poortje van de handborstel. Zicht op de overdekte toegang.","WIARUG (Werkgroep Industriële Archeologie Rijksuniversiteit Gent)","fotograaf","Gent","einde 20ste eeuw","1975","","1978","","fotopapier","geheel","geheel","8.1","cm","","WIARUG (Werkgroep Industriële Archeologie Rijksuniversiteit Gent)","onderwerp","wonen","einde 20ste eeuw"
"Industriemuseum","fotocollectie","F10049-245","","foto","Beluik gelegen in de Voetweg in Gent","Beluik van het type halvesteegbeluik gelegen in de Voetweg 14-46 in Gent. Gebouwd in 1840. In de volksmond gekend onder de naam: 't Poortje van de handborstel.","WIARUG (Werkgroep Industriële Archeologie Rijksuniversiteit Gent)","fotograaf","Gent","einde 20ste eeuw","1975","","1978","","fotopapier","geheel","geheel","8.1","cm","","WIARUG (Werkgroep Industriële Archeologie Rijksuniversiteit Gent)","onderwerp","wonen","einde 20ste eeuw"
"Industriemuseum","fotocollectie","F10049-246","","foto","Beluik gelegen in de Voetweg in Gent","Beluik van het type halvesteegbeluik gelegen in de Voetweg 14-46 in Gent. Gebouwd in 1840. In de volksmond gekend onder de naam: 't Poortje van de handborstel.","WIARUG (Werkgroep Industriële Archeologie Rijksuniversiteit Gent)","fotograaf","Gent","einde 20ste eeuw","1975","","1978","","fotopapier","geheel","geheel","8.1","cm","","WIARUG (Werkgroep Industriële Archeologie Rijksuniversiteit Gent)","onderwerp","wonen","einde 20ste eeuw"
"Industriemuseum","fotocollectie","F10049-247","","foto","Binnenzicht beluikhuis gelegen in de Voetweg in Gent","Beluik van het type halvesteegbeluik gelegen in de Voetweg 14-46 in Gent. Gebouwd in 1840. In de volksmond gekend onder de naam: 't Poortje van de handborstel.","WIARUG (Werkgroep Industriële Archeologie Rijksuniversiteit Gent)","fotograaf","Gent","einde 20ste eeuw","1975","","1978","","fotopapier","geheel","geheel","8.1","cm","","WIARUG (Werkgroep Industriële Archeologie Rijksuniversiteit Gent)","onderwerp","wonen","einde 20ste eeuw"
"Industriemuseum","fotocollectie","F10049-248","","foto","Beluik gelegen in de Voetweg in Gent","Huisnummers 14-46. Gelegen in de Binnenstad. Ook gekend onder de volksnaam: 't Poortje van de handborstel. Type beluik: half steegbeluik.","WIARUG (Werkgroep Industriële Archeologie Rijksuniversiteit Gent)","fotograaf","Gent","einde 20ste eeuw","1975","","1978","","fotopapier","geheel","geheel","8.1","cm","","WIARUG (Werkgroep Industriële Archeologie Rijksuniversiteit Gent)","geografie","Gent","einde 20ste eeuw"
"Industriemuseum","fotocollectie","F10049-510","","foto","Beluik gelegen in de Kasteellaan-Ossenstraat in Gent","Gesloopt beluik gelegen in de wijk Macharius - Heirnis. Ook gekend als De Rietgracht. Huidige Rommelwaterpark.","WIARUG (Werkgroep Industriële Archeologie Rijksuniversiteit Gent)","fotograaf","Gent","einde 20ste eeuw","1975","","1978","","fotopapier","geheel","geheel","12","cm","","WIARUG (Werkgroep Industriële Archeologie Rijksuniversiteit Gent)","geografie","Gent","einde 20ste eeuw"
"Industriemuseum","fotocollectie","F10000-1176","","foto","Gevel van café Den Sloef in Gent","Café gelegen in de Sint-Pietersnieuwstraat 226 in Gent. Met reclame voor Wieze.","Van Damme, Gustaaf","fotograaf","Gent","einde 20ste eeuw","1983","","","","fotopapier","geheel","geheel","17.7","cm","","","onderwerp","handel en distributie","einde 20ste eeuw"
"Industriemuseum","fotocollectie","F10049-631","","foto","Beluik gelegen in Ham in Gent","Gelegen in de wijk Sluizeken - Tolhuis - Ham. Type beluik: pleinbeluik.","WIARUG (Werkgroep Industriële Archeologie Rijksuniversiteit Gent)","fotograaf","Gent","einde 20ste eeuw","1975","","1978","","fotopapier","geheel","geheel","12","cm","","WIARUG (Werkgroep Industriële Archeologie Rijksuniversiteit Gent)","geografie","Gent","einde 20ste eeuw"
"Industriemuseum","fotocollectie","F10003-135","","foto","Toegang tot beluik gelegen in de Voetweg in Gent","Beluik van het type halvesteegbeluik gelegen in de Voetweg 14-46 in Gent. Gebouwd in 1840. In de volksmond gekend onder de naam: 't Poortje van de handborstel. Zicht vanuit het beluik op de overdekte toegangspoort.","onbekend","","","20ste eeuw","1980-05","","","","fotopapier","geheel","geheel","24","cm","","","onderwerp","wonen","einde 20ste eeuw"
"Industriemuseum","fotocollectie","F10003-157","","foto","Waterkraan in beluik gelegen in de Voetweg in Gent","Beluik van het type halvesteegbeluik gelegen in de Voetweg 14-46 in Gent. Gebouwd in 1840. In de volksmond gekend onder de naam: 't Poortje van de handborstel. Zicht op de gemeenschappelijke waterkraan.","onbekend","","","einde 20ste eeuw","1980-03","","","","fotopapier","geheel","geheel","17.7","cm","","","onderwerp","wonen","einde 20ste eeuw"
"Industriemuseum","fotocollectie","F10003-158","","foto","Beluik gelegen in de Voetweg in Gent","Beluik van het type halvesteegbeluik gelegen in de Voetweg 14-46 in Gent. Gebouwd in 1840. In de volksmond gekend onder de naam: 't Poortje van de handborstel. Zicht vanuit het beluik naar de overdekte toegang.","onbekend","","","einde 20ste eeuw","1980-03","","","","fotopapier","geheel","geheel","17.7","cm","","","onderwerp","wonen","einde 20ste eeuw"
"Industriemuseum","fotocollectie","F10003-159","","foto","Beluik gelegen in de Voetweg in Gent","Beluik van het type halvesteegbeluik gelegen in de Voetweg 14-46 in Gent. Gebouwd in 1840. In de volksmond gekend onder de naam: 't Poortje van de handborstel.","onbekend","","","einde 20ste eeuw","1980-03","","","","fotopapier","geheel","geheel","24","cm","","","onderwerp","wonen","einde 20ste eeuw"
"Industriemuseum","informatie en communicatie","V01207","merchandising","asbak","Ovalen asbak met reclame voor limonade van het merk Blandin","Asbak in geperst glas met drie uitsparingen, verspreid als reclame voor limonade van het merk Supra Blandin. De limonade werd geproduceerd door brouwerij P. Cobbaert-Donny, gelegen in de Sint-Pietersnieuwstraat in Gent.","onbekend","","","3de kwart 20ste eeuw","","","","","glas","geheel","geheel","4","cm","SUPRA BLANDIN / LIMONADE / P.COBBAERT-DONNY / TELEPH.12369 GAND","Cobbaert-Donny","onderwerp","informatie en communicatie","3de kwart 20ste eeuw"
"Industriemuseum","wonen","V09039-006","drinkgerei","waterkan","Geëmailleerde waterkan met Kopenhaags motief","","onbekend","","","","","","","","metaal","geheel","geheel","29","cm","","","onderwerp","wonen",""
"Industriemuseum","wonen","V01651","benodigdheden schoonmaken","emmer","Zeepemmer in gegalvaniseerd metaal van het merk Grootaert","Gegalvaniseerde metalen emmer voor zeep of soda van het merk Gaston & René Grootaert.","Grootaert Gaston & René","fabrikant","Drongen","","","","","","metaal","geheel","geheel","27","cm","Gaston & René Grootaert / 35 fr / ZEEP- & SODAFABRIEK / DRONGEN / NETTO GEWICHT 12,500 Kg. 5 Kg. VETZUREN","Grootaert Gaston & René","onderwerp","wonen",""
"Industriemuseum","wonen","V01186","keukengerei","snelkookpan","Snelkookpan van het merk Umbach","Kookpot in gietijzer om op hoge druk te koken. Van het merk Ch. Umbach, model 8. Met aparte smeedijzeren klem om het deksel op de pot te bevestigen. Op het deksel een ventiel om overdruk te vermijden en een kraantje om de druk te lossen. De binnenzijde is voorzien van een emaillaag.","Umbach Ch.","fabrikant","Bietigheim","","","","","","gietijzer","pot & deksel","geheel","22","cm","CH. UMBACH / BIETIGHEIM 8 GARANTIE","Umbach Ch.","onderwerp","wonen",""
"Industriemuseum","informatie en communicatie","AF01828","emailborden","uithangbord","Geëmailleerd reclamebord voor het merk Elektrion","Emailbord geproduceerd door Emaillerie Koekelberg SA met reclame voor motorolie van het merk Elektrion. Olie verdeeld door De Cavel & Roegiers te Gent.","Emaillerie Koekelberg SA","fabrikant","Brussel (stad)","2de kwart 20ste eeuw","1948","","","","metaal","geheel","geheel","50","cm","S.A.E. / 10 20 30 40 / S.A.E. / 30 40 50 60 / ELEKTRION / S.A.E. / 40 50 60 70 / MOTOR OIL / STÉ DES HUILES / DE CAVEL&ROEGIERS / GAND / Email. Koekelberg / ... Brux./072/135/1948","Emaillerie Koekelberg SA","onderwerp","informatie en communicatie","2de kwart 20ste eeuw"
"Industriemuseum","wonen","V09426","keukengerei","kookpot","Geëmailleerde kookpot met deksel versierd met Kopenhaags motief","","onbekend","","","","","","","","metaal","geheel","geheel","20","cm","","","onderwerp","wonen",""
"Industriemuseum","wonen","V01508","keukengerei","kookpot","Geëmailleerde kookpot met handvat en deksel","","onbekend","","","","","","","","metaal","geheel","geheel","20","cm","","","onderwerp","wonen",""
"Industriemuseum","wonen","V09430","keukengerei","kookpot","Geëmailleerde kookpot met handvat en deksel","","onbekend","","","","","","","","metaal","geheel","geheel","34","cm","","","onderwerp","wonen",""
"Industriemuseum","wonen","V09431","keukengerei","kookpot","Geëmailleerde kookpot met handvat","","onbekend","","","","","","","","metaal","geheel","geheel","20","cm","","","onderwerp","wonen",""
"Industriemuseum","wonen","V09429","keukengerei","kookpot","Geëmailleerde kookpot met deksel en handvat","","onbekend","","","","","","","","metaal","geheel","geheel","24.5","cm","","","onderwerp","wonen",""
"Industriemuseum","wonen","V09427","lichaamshygiëne","waskom","Geëmailleerde waskom met giettuit","","onbekend","","","","","","","","metaal","geheel","geheel","14","cm","","","onderwerp","wonen",""
"Industriemuseum","informatie en communicatie","AF01831","emailborden","uithangbord","Geëmailleerd firmabord van Hub. Rouckhout","Emailbord geproduceerd voor Hub. Rouckhout, plaatser van afsluitingen en aanleg van sportpleinen. Het bedrijf Hub. Rouckhout is gevestigd in Melle.","onbekend","","","","","","","","metaal","geheel","geheel","20","cm","AFSLUITINGEN / HUB-ROUCKHOUT / SPORTPLEINEN MELLE","Rouckhout Hub","onderwerp","informatie en communicatie",""
"Industriemuseum","documentaire collectie","AF01832","","schoolplaat","Schoolplaat met afbeelding van de indeling van een letterkast","","onbekend","","","20ste eeuw","","","","","hout","lijst","geheel","95.5","cm","De letterkaste / en haar indeling // De Rijck JM","","onderwerp","drukkerij","20ste eeuw"
"Industriemuseum","energie","V10214","elektrische verlichting","lantaarn","Lichtkooi van gaslantaarn voor openbare verlichting","Vierkante lantaarn voor straatverlichting op gas. Aan 1 zijde voorzien van een deurtje. Het bevestigingssysteem voor hangende gloeikousjes ontbreekt. Oorspronkelijk op een lantaarnpaal bevestigd.","onbekend","","","begin 20ste eeuw","1900","ca.","","","koper","geheel","geheel","80","cm","","","","energie","begin 20ste eeuw"
"Industriemuseum","wonen","V08802-014","drinkgerei","kop (drinkgerei)","Geëmailleerde koffiekop","","onbekend","","","","","","","","metaal","geheel","geheel","11","cm","","","onderwerp","wonen",""
"Industriemuseum","wonen","V08802-015","drinkgerei","kop (drinkgerei)","Geëmailleerde koffiekop","","onbekend","","","","","","","","metaal","geheel","geheel","11","cm","","","onderwerp","wonen",""
"Industriemuseum","textiel","V04975-002","toonzaalmodellen","embrasse passement","Embrasse om gordijn open te houden met 2 kwasten","Embrasse bestaande uit galon met schuifring, kwasten: turkse knoop, chardon tondu met bloemen (chardon bouclé met lac), flèche gerold met tros. Keel: chardon tondu met bloemen. Rok: torse moulinée met mèches. Kleur: geel en wit.","onbekend","","","20ste eeuw","1900","ca.","1980","ca.","textiel","gordijnophouder","geheel","58","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04967-002","toonzaalmodellen","embrasse passement","Embrasse om gordijn open te houden met 2 kwasten","Embrasse bestaande uit kabel met schuifring, kwasten: knoop, peer gesatineerd met roulé-barré. Rok: gesneden. Kleur: groen en geel.","onbekend","","","20ste eeuw","1900","ca.","1980","ca.","textiel","gordijnophouder","geheel","40","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04967-003","toonzaalmodellen","embrasse passement","Embrasse om gordijn open te houden met 2 kwasten","Embrasse bestaande uit kabel met schuifring, kwasten: knoop, peer gesatineerd met roulé-barré. Rok: gesneden. Kleur: oranje en goudgeel.","onbekend","","","20ste eeuw","1900","ca.","1980","ca.","textiel","gordijnophouder","geheel","40","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04967-004","toonzaalmodellen","embrasse passement","Embrasse om gordijn open te houden met 2 kwasten","Embrasse bestaande uit kabel met schuifring, kwasten: knoop, peer gesatineerd met roulé-barré. Rok: gesneden. Kleur: rood en geel.","onbekend","","","20ste eeuw","1900","ca.","1980","ca.","textiel","gordijnophouder","geheel","40","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04967-005","toonzaalmodellen","embrasse passement","Embrasse om gordijn open te houden met 2 kwasten","Embrasse bestaande uit kabel met schuifring, kwasten: knoop, peer gesatineerd met roulé-barré. Rok: gesneden. Kleur: rood en goudgeel.","onbekend","","","20ste eeuw","1900","ca.","1980","ca.","textiel","gordijnophouder","geheel","40","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-002","toonzaalmodellen","embrasse passement","Vlakke embrasse met frange om gordijn open te houden","Embrasse plate frange. Kop: figuratief galon met afbeelding van palmetten en bovenaan picots. Rok: unie. Aan beide zijden afgewerkt met een lus: câblé simple. Kleur: groen en goudbruin.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","110","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-003","toonzaalmodellen","embrasse passement","Vlakke embrasse met frange om gordijn open te houden","Embrasse plate frange. Kop: figuratief galon met bloemen en palmetten. Rok: unie. Aan beide zijden afgewerkt met een lus: câblé simple. Kleur: groen en goud.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","93","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-004","toonzaalmodellen","embrasse passement","Vlakke embrasse met frange om gordijn open te houden","Embrasse plate frange. Kop: figuratief galon met 2x2 rijen grain de blé. Rok: unie. Aan beide zijden afgewerkt met een lus: câblé simple. Kleur: blauw en donkerbruin. Label met het opschrift Dennison London.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","74","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-005","toonzaalmodellen","embrasse passement","Vlakke embrasse om gordijn open te houden","Embrasse plate. Kop: figuratief galon met 2x2 fijne ingewerkte kabeltjes en korte gevlamde franje aan beide zijden. Aan beide zijden afgewerkt met een lus: câblé simple. Kleur: groen, geel en goud.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","84","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-006","toonzaalmodellen","embrasse passement","Vlakke embrasse met frange om gordijn open te houden","Embrasse plate fagne. Kop: figuratief galon ajouré met bovenaan picots. Rok: à balai. Aan beide zijden afgewerkt met een lus: câblé simple. Kleur: voornamelijk beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","78","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-007","toonzaalmodellen","embrasse passement","Vlakke embrasse met frange om gordijn open te houden","Embrasse plate frange. Kop: galon ajouré, rijkelijk versierd met crête en gimpen en aan de rechterzijde bijkomende versiering met rozetten. Rok: unie met jasminen bestaande uit boules en migrets aan de rechter zijde vastgemaakt met rozetten. Aan beide zijden afgewerkt met een lus: câblé perlé. Kleur: voornamelijk beige en varia aan pasteltinten.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","81","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-008","toonzaalmodellen","embrasse passement","Vlakke embrasse met frange om gordijn open te houden","Embrasse plate fange. Kop: galon ajouré, in het midden ingewerkte biais, zijkanten 2x1 rijen grain de blé en bovenaan festons. Rok: unie met jasminen bestaande uit knoopwerk. Aan beide zijden afgewerkt met een lus: câblé perlé. Kleur: verschillende tinten goudbruin.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","56","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-009","toonzaalmodellen","embrasse passement","Vlakke embrasse met frange om gordijn open te houden","Embrasse plate fange en forme. Kop: galon en forme, versierd met crête en dent de loup met bovenaan picots. Rok: unie. Aan beide zijden afgewerkt met een lus: câblé perlé. Kleur: roze en goud.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","79","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-010","toonzaalmodellen","embrasse passement","Vlakke embrasse om gordijn open te houden","Embrasse plate. Kop: figuratief galon met bloemmotieven en aan de zijkanten met grain de blé en picots. Aan beide zijden afgewerkt met een lus: câblé simple. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","80","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-011","toonzaalmodellen","embrasse passement","Vlakke embrasse om gordijn open te houden","Embrasse plate. Kop: figuratief galon met bloemmotieven. Aan beide zijden afgewerkt met een lus: câblé simple. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","80","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-012","toonzaalmodellen","embrasse passement","Vlakke embrasse om gordijn open te houden","Embrasse plate. Kop: figuratief galon met bloemmotieven. Aan beide zijden afgewerkt met een lus: câblé simple. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","87","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-013","toonzaalmodellen","embrasse passement","Vlakke embrasse om gordijn open te houden","Embrasse plate. Kop: galon ajouré, boven en onder afgewerkt met festons. Aan beide zijden afgewerkt met een lus: câblé perlé. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","51.5","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-014","toonzaalmodellen","embrasse passement","Vlakke embrasse met frange om gordijn open te houden","Embrasse plate frange. Kop: galon versierd met decoratief gimpwerk. Rok: unie. Aan beide zijden afgewerkt met een lus: câblé simple. Kleur: licht bruin en donker roze.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","78.5","cm","DENISON / LONDON // B. DEBACKER / Bruxelles-Midi / N° 4044 / modele plate / 5.50","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-015","toonzaalmodellen","embrasse passement","Vlakke embrasse met frange om gordijn open te houden","Embrasse plate frange. Kop: galon versierd met crête in spiegelbeeld en bovenaan picots. Rok: unie. Aan beide zijden afgewerkt met een lus: câblé perlé. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","85","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-016","toonzaalmodellen","embrasse passement","Vlakke embrasse om gordijn open te houden","Embrasse plate. Kop: galon. Aan beide zijden afgewerkt met een lus: câblé simple. Kleur: wit.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","96","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-017","toonzaalmodellen","embrasse passement","Vlakke embrasse om gordijn open te houden","Embrasse crête en forme. Aan beide zijden afgewerkt met een lus: câblé simple. Kleur: groen, roze, bruin en zwart.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","76","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-018","toonzaalmodellen","embrasse passement","Vlakke embrasse om gordijn open te houden","Embrasse crête en forme. Aan beide zijden afgewerkt met een lus: câblé simple. Kleur: blauw, geel en beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","73","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-019","toonzaalmodellen","embrasse passement","Vlakke embrasse om gordijn open te houden","Embrasse crête en forme. Aan beide zijden afgewerkt met een lus: câblé simple. Kleur: tinten van grijs en zwart.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","64","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-020","toonzaalmodellen","embrasse passement","Vlakke embrasse om gordijn open te houden","Embrasse crête en forme. Aan beide zijden afgewerkt met een lus: câblé simple. Kleur: wit, lichtgroen en rood.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","42","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-021","toonzaalmodellen","embrasse passement","Vlakke embrasse om gordijn open te houden","Embrasse crête en forme. Aan beide zijden afgewerkt met een lus: câblé perlé. Kleur: verschillende kleuren.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","78","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-022","toonzaalmodellen","embrasse passement","Vlakke embrasse om gordijn open te houden","Embrasse crête en forme. Aan beide zijden afgewerkt met een lus: câblé simple. Kleur: verschillende kleuren.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","65","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-023","toonzaalmodellen","embrasse passement","Vlakke embrasse om gordijn open te houden","Embrasse crête en forme. Kop: crête sur galon. Aan beide zijden afgewerkt met een lus: câblé simple. Kleur: licht roze.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","61","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-024","toonzaalmodellen","embrasse passement","Vlakke embrasse met gevlochten kabel om gordijn open te houden","Embrasse câblé met aan beide zijden een lus in câblé perlé. Kleur: groen.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","86","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-025","toonzaalmodellen","embrasse passement","Vlakke embrasse met gevlochten kabel om gordijn open te houden","Embrasse câblé met aan beide zijden een lus in câblé simple. Kleur: groen.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","69","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-026","toonzaalmodellen","embrasse passement","Vlakke embrasse met gevlochten kabel om gordijn open te houden","Embrasse câblé met aan beide zijden een lus in câblé simple. Kleur: grijs, bruin en goudgeel.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","69","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-027","toonzaalmodellen","embrasse passement","Vlakke embrasse met gevlochten kabel om gordijn open te houden","Embrasse câblé met aan beide zijden een lus in câblé perlé. Kleur: verschillende tinten van lichtbruin.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","73","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-028","toonzaalmodellen","embrasse passement","Vlakke embrasse met gevlochten kabel om gordijn open te houden","Embrasse câblé met aan beide zijden een lus in câblé simple. Kleur: groen en lichtbruin.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","64","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-029","toonzaalmodellen","embrasse passement","Vlakke embrasse met gevlochten kabel om gordijn open te houden","Embrasse câblé met aan beide zijden een lus in câblé perlé. Kleur: oranje, bruin en blauw.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","70","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-030","toonzaalmodellen","embrasse passement","Vlakke embrasse met gevlochten kabel en gesp om gordijn open te houden","Embrasse câblé met aan beide zijden een lus in câblé perlé. Kleur: beige, bruin en oranje.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","71","cm","","","onderwerp","textiel","20ste eeuw"
